,0.8000,0.8100,0.8200,0.8300,0.8400,0.8500,0.8600,0.8700,0.8800,0.8900,0.9000,0.9100,0.9200,0.9300,0.9400,0.9500,0.9600,0.9700,0.9800,0.9900,1.0000,1.0100,1.0200,1.0300,1.0400,1.0500,1.0600,1.0700,1.0800,1.0900,1.1000,1.1100,1.1200,1.1300,1.1400,1.1500,1.1600,1.1700,1.1800,1.1900,1.2000,1.2100,1.2200,1.2300,1.2400,1.2500,1.2600,1.2700,1.2800,1.2900,1.3000,1.3100,1.3200,1.3300,1.3400,1.3500,1.3600,1.3700,1.3800,1.3900,1.4000,1.4100,1.4200,1.4300,1.4400,1.4500,1.4600,1.4700,1.4800,1.4900,1.5000,1.5100,1.5200,1.5300,1.5400,1.5500,1.5600,1.5700,1.5800,1.5900,1.6000,1.6100,1.6200,1.6300,1.6400,1.6500,1.6600,1.6700,1.6800,1.6900,1.7000,1.7100,1.7200,1.7300,1.7400,1.7500,1.7600,1.7700,1.7800,1.7900,1.8000
0.0010,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887,-0.03879682965323887
0.0013,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555,-0.038486894754845555
0.0016,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233,-0.0386770976874233
0.0020,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441,-0.03867294603394441
0.0025,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586,-0.038603053856940586
0.0032,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896,-0.038607288287490896
0.0040,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106,-0.03851560189519106
0.0050,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763,-0.03858310783143763
0.0063,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702,-0.03856864588437702
